stem,group,split,class_id,class_name,source,image_src,label_src,image_sha256
onion_sample_r_022_v3,onion_sample_r_022,train,2,ROTTEN,prepared_copy_only,data/processed/yolo/images/train/onion_sample_r_022_v3.jpeg,data/processed/yolo/labels/train/onion_sample_r_022_v3.txt,4604d80496baa18fb9f00ad9a69b26a6a06f513beb0fd4a8e9559d91d8b43f47
onion_sample_r_022_v4,onion_sample_r_022,train,2,ROTTEN,prepared_copy_only,data/processed/yolo/images/train/onion_sample_r_022_v4.jpeg,data/processed/yolo/labels/train/onion_sample_r_022_v4.txt,66ded6e0d7264f0b71f049bf1cf5325f7297f234cb7a8c7fd61c936a7a0efedf
onion_sample_r_024_v1,onion_sample_r_024,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_024_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v1.txt,514fe4206d852b0d017a2e7ce4acf8edf345bfe448813e7c8518f5e93719272c
onion_sample_r_024_v2,onion_sample_r_024,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_024_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v2.txt,59c64e831abcdb918e4db4d04f3a205d72d5eae73b15f05a77a8ebe8979cffcd
onion_sample_r_024_v3,onion_sample_r_024,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_024_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v3.txt,846f4417d0cb7c8dfb1ef8cf4057ffeafae57249ddf73d210ac9808d96c53339
onion_sample_r_024_v4,onion_sample_r_024,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_024_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v4.txt,5561867ea61783e9602a62482bff3126f18685e56b949804f54e95ec17ea34fe
onion_sample_r_027_v1,onion_sample_r_027,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_027_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_027_v1.txt,4c538f9a686dbf0b5b4e18eb025bdfc96d545e1e255074684b24212aee57e663
onion_sample_s_003_v1,onion_sample_s_003,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_003_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_003_v1.txt,ba8fee93bc23608393f74250fd1992f3812813afa58c09504635a17caca544d9
onion_sample_s_003_v2,onion_sample_s_003,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_003_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_003_v2.txt,e925484d17ed33796b9825962193ba3ced0bfed8444d2e48d086aaec6a072749
onion_sample_s_003_v3,onion_sample_s_003,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_003_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_003_v3.txt,cb298b6f086d3ebb5488cc3da3310295ade51101c60e2d57472974e28fb6b9e6
onion_sample_s_007_v1,onion_sample_s_007,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_007_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v1.txt,f300da5b448a5452dc68f24f97f705460e21d6e7dbb75298c23a357d79c8ccaf
onion_sample_s_007_v2,onion_sample_s_007,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_007_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v2.txt,96aac0e6e9f314f2551c275a653f5645283cf6ddf8154f2a8c1ba5677c101a5f
onion_sample_s_007_v3,onion_sample_s_007,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_007_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v3.txt,85cc60fdb941c2db4a34b1af6a1d54f74fc213be80fa023e78f216aceaaf1b63
onion_sample_s_007_v4,onion_sample_s_007,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_007_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v4.txt,87c354b4f6d87fd2df4cba2c33202f89878e5d483646cb3fb3d98d5c94866757
onion_sample_s_008_v1,onion_sample_s_008,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_008_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v1.txt,577c073a2f35a2191013885dcbc0aa97e20c7b09437f8d02d7cb5adccd280dc2
onion_sample_s_008_v2,onion_sample_s_008,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_008_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v2.txt,84cdaf8c66fd1b601e252cb9502bc0b8af212a2841acfcbe87da0b724a8250e2
onion_sample_s_008_v3,onion_sample_s_008,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_008_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v3.txt,e2b8b6f24842f1fa0d58bb8051da4dc028d4a0f52052f2bfcda79ec45dde9c4f
onion_sample_s_008_v4,onion_sample_s_008,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_008_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v4.txt,95674de8b35b5af242501d38db7ad065eca3b2280efd3c4ed0742afdf6eacb32
onion_sample_s_009_v1,onion_sample_s_009,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_009_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_009_v1.txt,5b915a4272371182a47c063de23c16ea0ed3224b9c754f32e3e6c9d5b9ae41a4
onion_sample_s_009_v2,onion_sample_s_009,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_009_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_009_v2.txt,d512c393559ba80fb3f81808add36a3cb9fb8f3d91c26f90c8ad93a1b12b0251
onion_sample_s_011_v1,onion_sample_s_011,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_011_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v1.txt,74f02e607227db729ad91422de84eff5ce36a06c021073726a1576be0613b6d4
onion_sample_s_011_v2,onion_sample_s_011,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_011_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v2.txt,f35e38c2f916f9b59c704cad6918b31fdd21e8180a54172a274729056421014c
onion_sample_s_011_v3,onion_sample_s_011,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_011_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v3.txt,7bec5c8dc1f2d20efba99128262586f48fca598e9d875ba76d9daab29812a902
onion_sample_s_011_v4,onion_sample_s_011,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_011_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v4.txt,390f51acc33652505e3ead4945a89cf54f9c73bec3cb8095b90f563a941a53d6
onion_sample_s-014_v1,onion_sample_s_014,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s-014_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s-014_v1.txt,9fe00ad977c09b46aa04c84e8d7bffa968e23c200be498ff1df7ba1e9ddde007
onion_sample_s_014_v2,onion_sample_s_014,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_014_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_014_v2.txt,d99620cb431e4d0299d203e93881a074b3a317e670367bb53ffa1c5fca88f729
onion_sample_s_014_v3,onion_sample_s_014,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_014_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_014_v3.txt,fe0de69750ff1c42c467e54683a574a54849cfa14e550927472d1b6077db9db9
onion_sample_s_014_v4,onion_sample_s_014,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_014_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_014_v4.txt,98e0a1e23256e6fdd3d2f698db11f26c977e1716fa30a947a9500c5fcd432f49
onion_sample_s_015_v1,onion_sample_s_015,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_015_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v1.txt,fd628e16ca1b6b4e7a55048c390d0fb6ef23e12a229c6adf7f95b5a4ff0a9d62
onion_sample_s_015_v2,onion_sample_s_015,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_015_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v2.txt,fb6b95f9ade238ddb758fc5aaaeaebc495de70ab8159dd9f516dd0648d4b0a62
onion_sample_s_015_v3,onion_sample_s_015,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_015_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v3.txt,351fad2a74d32c87e6689c2e1f36f04caee309bebf2056d6b53cd6af68b3a838
onion_sample_s_015_v4,onion_sample_s_015,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_015_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v4.txt,8855d8fae2c1eeb61921a4ec39b5611746257a88c8a21581d0a61926f337648a
onion_sample_s_016_v1,onion_sample_s_016,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_016_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v1.txt,4234d491f7f1fd8452d07533ad1fd50ca3fa4c74ee932d8b4a43b074bb14c2de
onion_sample_s_016_v2,onion_sample_s_016,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_016_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v2.txt,3e691d2152fdcdbbc571a554ed2479c63476723472caad92d50d94b9ad3153f5
onion_sample_s_016_v3,onion_sample_s_016,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_016_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v3.txt,97db24144d979ed6405af72c56eac0ce8a9d2c49412fd8c229de45eedfa13af3
onion_sample_s_016_v4,onion_sample_s_016,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_016_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v4.txt,1988431a03108ec15f752657912f31a0fa71af9ae2c11326503c2233b73793e1
onion_sample_s_017_v2,onion_sample_s_017,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_017_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_017_v2.txt,0114f096746b526d2a25147bf41eff4242858e1ec4408e8bdc58a65e422f99cc
onion_sample_s_017_v3,onion_sample_s_017,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_017_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_017_v3.txt,7ceb14063bd8cc706f3c25914efe60cae9fe0ccca609aed5961604bfddd6c50a
onion_sample_s_017_v4,onion_sample_s_017,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_017_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_017_v4.txt,981b07a6d752406ba59bfb86d3b65b746e63af619df0c8a1848fd5c40ef38048
onion_sample_s_018_v1,onion_sample_s_018,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_018_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_018_v1.txt,6a7a81a08098b29f587ac552493cca9a181135060f96e5f374dba37e1a34ca7b
onion_sample_s_018_v2,onion_sample_s_018,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_018_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_018_v2.txt,fc36ad6a54ebc55aa0bbe0f0250c5c726fb90abde68e9c8392a97500369e3895
onion_sample_s_018_v3,onion_sample_s_018,train,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_018_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_018_v3.txt,30e392b107564f115d69f333ca6ff621232a9b67e482b9338a6499f515a901bf
onion_sample_s_019_v1,onion_sample_s_019,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_019_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_019_v1.txt,8dd5d74639798359900cbd7513e1eb3ec4811f80a090fea1d2a7b0110a480d62
onion_sample_s_019_v2,onion_sample_s_019,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_019_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_019_v2.txt,3be6b1b7fcbfb8cbc5555b7ed2daa42b87ac0d52c08f6b343b73a0b81d691b40
onion_sample_s_019_v3,onion_sample_s_019,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_019_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_019_v3.txt,55aa0869ae315045de859aca6952866e12d206ea8507181513789e548aa77360
onion_sample_s_019_v4,onion_sample_s_019,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_019_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_019_v4.txt,7ab3f8239d2f221b6f2a32fe79307dae80d6046a9956c77cce5c3bba9820a442
onion_sample_s_020_v1,onion_sample_s_020,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_020_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_020_v1.txt,9d3846d13b238312cd9e0e41b602dce8f5132e289cfd7e2f328e7285dcf9e8ad
onion_sample_s_020_v2,onion_sample_s_020,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_020_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_020_v2.txt,eaa80a086cd2d01476f047718e1b3d5a42add7963d126ebb6c4e5cd061912fc4
onion_sample_s_020_v3,onion_sample_s_020,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_020_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_020_v3.txt,93bfae61647d6ab5ea4b2860ee6606afb1aa1b628a512aaaff9579d0f6ca325c
onion_sample_s_020_v4,onion_sample_s_020,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_020_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_020_v4.txt,661de935a2f412b3249cdb196769e011d108b3e78e3f1f13945c799d7db0b015
onion_sample_s_021_v1,onion_sample_s_021,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_021_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_021_v1.txt,138c6f19a26a166bb8e6b9446c28479f2716e457fcb648d72c7833d8684fff84
onion_sample_s_021_v2,onion_sample_s_021,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_021_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_021_v2.txt,81cf24cde180ec92bc9d23d0fbdacfe54139bc0d5efcd8e45e1cf990164c2161
onion_sample_s_021_v3,onion_sample_s_021,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_021_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_021_v3.txt,b7853d0339cf3369231cc97e44bf2ab5c4d41eee24213b2f80f0162e84ae1dea
onion_sample_s_021_v4,onion_sample_s_021,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_021_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_021_v4.txt,96a0e2a94ac97ff57bf602207e066a69a540595e3c238af8570b69f3be5f7ee0
onion_sample_s_022_v1,onion_sample_s_022,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_022_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_022_v1.txt,99cd2427ff9de8f3b06745dca80f9d8c8fe5932b81689f4b1d1f1fa0540d90b9
onion_sample_s_022_v3,onion_sample_s_022,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_022_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_022_v3.txt,2686f7ab4bafda9ca9941dcf191181d546ef97ff6bfa766edf44359b8ec3b6e0
onion_sample_s_022_v4,onion_sample_s_022,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_022_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_022_v4.txt,7646f18ce7a6b6df4e2aaa51fd0f13eb609d65e9061ac40a29dbb798061498a9
onion_sample_s_023_v1,onion_sample_s_023,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_023_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_023_v1.txt,6e1de6f437540e6b4c6fa0f63e95b27ac932812a5e1cdf5b7ef381d93adcfc1a
onion_sample_s_023_v2,onion_sample_s_023,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_023_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_023_v2.txt,c569c0259132aa72c6b51beca3dcba4c656c618a80d111911ecc615026e6b889
onion_sample_s_023_v3,onion_sample_s_023,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_023_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_023_v3.txt,2a0f3fdffa8d19d3af906231f4502d5e99b87793dbaa8363631fd5994afb8db4
onion_sample_s_023_v4,onion_sample_s_023,train,0,HEALTHY,raw+pending,data/raw/sprouted/onion_sample_s_023_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_023_v4.txt,9f588941f596d76a94657bf530d14ceac21d37c251e8130cc53d2b3edf338fa6
onion_sample_008_v1,onion_sample_008,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_008_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_008_v1.txt,acb050b55d12e98366852ba17649a7a15dce6cf44c7f8cad31aac2d477e2abe8
onion_sample_008_v2,onion_sample_008,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_008_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_008_v2.txt,aee214cfe4751c6a1100fab80a76950db0763e457528a85a254d19c0a08861aa
onion_sample_008_v3,onion_sample_008,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_008_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_008_v3.txt,ced1daf663fdf2a0a0b333065c234529fa5e373e5a26ff1cee5ed49b3871a01b
onion_sample_008_v4,onion_sample_008,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_008_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_008_v4.txt,df7f4a8b413710b5d8e8c468c91028978a1bb8e31c4979ce25fa87b997209c6e
onion_sample_015_v1,onion_sample_015,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_015_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_015_v1.txt,d5d90c66c569bd3c95b42bdb29a3b842f0f0714d15986cb127d661fb6250a834
onion_sample_015_v2,onion_sample_015,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_015_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_015_v2.txt,9f11b34ae1ef8a2c5096bddc9a3bfd821c2b61ebfc0ffdea59bb3bccc5eb6fef
onion_sample_015_v3,onion_sample_015,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_015_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_015_v3.txt,3cb060cf0834ef39aefbf651a674dcd81d1bec57262279e1fc01acf3de214df1
onion_sample_015_v4,onion_sample_015,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_015_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_015_v4.txt,7be96311ed38108aaf7aa33bb6a1e2af4365d26d4e36fe3ada29fbfc90140687
onion_sample_017_v1,onion_sample_017,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_017_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_017_v1.txt,f317d66377c01e80b4e84aab4f264373b38be2f4e10292fc74df2b7a43a1f264
onion_sample_017_v2,onion_sample_017,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_017_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_017_v2.txt,d173c0e6ce5e8cbc00798a682bf224653060dde78f23ce7a5d65a1fe8807cb79
onion_sample_017_v3,onion_sample_017,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_017_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_017_v3.txt,f4b6b248b26d92e15aaa2ed03c6a8c744b94c0b0953130465948b3f7c94f352d
onion_sample_017_v4,onion_sample_017,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_017_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_017_v4.txt,030e79dfdefaf3e66fa950b8cab862f564bbebbd47bbfd19d0fbb348fd5df802
onion_sample_021_v1,onion_sample_021,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_021_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_021_v1.txt,33708e3feb8677c42cd77a0484e2a3c6b8d8fa3ecc2ae1933818c4b618ad1bd3
onion_sample_021_v2,onion_sample_021,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_021_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_021_v2.txt,7b0905d6866adecf383152f6b9f441a4d4f064b866e38e168e38611a96646fae
onion_sample_021_v3,onion_sample_021,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_021_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_021_v3.txt,f327a3643613cfccbd03bbc024caa6c7db912564f9fe0fc888e5e1051a43669c
onion_sample_021_v4,onion_sample_021,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_021_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_021_v4.txt,fc90bb8e72e318f6091975749e9e69878510fc1301765dadaa1ca2ceb978df00
onion_sample_026_v1,onion_sample_026,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_026_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_026_v1.txt,5d99536bed8c7609bd7f59170d3b83bc7206dc38d0000ed24dd878485d2da807
onion_sample_026_v2,onion_sample_026,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_026_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_026_v2.txt,2fa98071cce142134fd6a28f373753f80f191bf43200097600f92a9cc2184366
onion_sample_026_v3,onion_sample_026,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_026_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_026_v3.txt,553b7be5a0528d3b903d524e64ac0413a3b5bd356273cbfc7d2a5171f374ec68
onion_sample_026_v4,onion_sample_026,val,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_026_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_026_v4.txt,7505555ffd32346bb211bcdac366675337dcabdbc5e1285775bf5baa9d4c85c7
onion_sample_035_v1,onion_sample_035,val,0,HEALTHY,raw+pending,data/raw/damaged/onion_sample_035_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_035_v1.txt,8ff4451eaedde9d8baedad0411ce7dd9e330f322554421b14dc4c8f94b10136a
onion_sample_d_010_v1,onion_sample_d_010,val,0,HEALTHY,raw+pending,data/raw/damaged/onion_sample_d_010_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v1.txt,728d7c8298a2dfbd4f1b1ec87d9b011c0edab1f73128738be1fb7ffca8733731
onion_sample_d_010_v2,onion_sample_d_010,val,0,HEALTHY,raw+pending,data/raw/damaged/onion_sample_d_010_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v2.txt,44b84c4ee2c07a7d92d867d887558a2643c2b2bbbb926b322c05b1a8b7d740ac
onion_sample_d_010_v3,onion_sample_d_010,val,0,HEALTHY,raw+pending,data/raw/damaged/onion_sample_d_010_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v3.txt,830ad6f85dc3c868e7c6a4121c884bebe75d9ffd8ef2d7c6b5d4c87b5ef42308
onion_sample_d_010_v4,onion_sample_d_010,val,0,HEALTHY,raw+pending,data/raw/damaged/onion_sample_d_010_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v4.txt,013575958a93a9530c71b842ed237a3c7d9a046f02c9bbc27eb9b6a79ac0d472
onion_sample_d_015_v1,onion_sample_d_015,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_015_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_015_v1.txt,f90af527dbb550ca6b4009063283e6cea3ffb2ae679031fe9f4908c38fa2a3d6
onion_sample_d_015_v2,onion_sample_d_015,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_015_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_015_v2.txt,7e8f51cfd087260977db6ec88f1741e320386f4d1cd99228f6d7f1ee78c09890
onion_sample_d_015_v3,onion_sample_d_015,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_015_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_015_v3.txt,d610ba6711bb0c3524d37b7cc4ff41cfb0db20f495b4b6f44f189c146ba9d0dc
onion_sample_d_015_v4,onion_sample_d_015,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_015_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_015_v4.txt,d14365ef531090b3a38a94faeb5ee32481d23889baaa84127f1eca909567aafe
onion_sample_d_021_v1,onion_sample_d_021,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_021_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v1.txt,9a5a1784a24d82860db36b25d010dce344b760f82839d42153eecc5b12641ea3
onion_sample_d_021_v2,onion_sample_d_021,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_021_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v2.txt,037690f13d08c8a047025882e0e58573d6bee615b1be938df218d2a2897167fd
onion_sample_d_021_v3,onion_sample_d_021,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_021_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v3.txt,f0f8c96598c2fb16ad201e1eb8ac2b4c1214f62bdd50435f25b8cfc99fe0cd5a
onion_sample_d_021_v4,onion_sample_d_021,val,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_021_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v4.txt,e3a83b16846a6fbe671861fcd08594f58a5f1288932b1481969e20538708f781
onion_sample_r_004_v1,onion_sample_r_004,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_004_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v1.txt,f9e09de19359bf3c5ef98316d8471f4e5847f8aab8fd8d9e2aee301a7f2a9958
onion_sample_r_004_v2,onion_sample_r_004,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_004_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v2.txt,ce625747a933628a63867bb2be6251e9d650d8a35c8e00b6d402b3de1d2e7d57
